user_id,event_date,events_total,c_login,c_view,c_support,c_purchase,purchase_amount,days_since_last_activity,purchase_amount_7d
1,2025-12-26,6,1,4,1,0,0.0,0,0.0
1,2025-12-27,4,0,1,0,1,74.3416035961423,0,74.3416035961423
1,2025-12-28,4,1,0,0,0,0.0,0,74.3416035961423
1,2025-12-29,6,1,3,1,0,0.0,0,74.3416035961423
1,2025-12-30,4,1,1,1,0,0.0,0,74.3416035961423
1,2025-12-31,3,0,1,0,1,51.48362375054382,0,125.82522734668612
1,2026-01-01,4,0,3,0,0,0.0,0,125.82522734668612
1,2026-01-02,7,2,6,1,0,0.0,0,125.82522734668612
1,2026-01-03,2,1,1,0,0,0.0,0,51.48362375054382
1,2026-01-04,5,0,1,0,1,39.65239253150508,0,91.1360162820489
1,2026-01-05,4,0,2,0,0,0.0,0,91.1360162820489
1,2026-01-06,7,4,5,1,0,0.0,0,91.1360162820489
1,2026-01-07,6,0,4,0,1,28.446970214190156,0,68.09936274569523
1,2026-01-08,5,0,2,1,1,53.89595621462126,0,121.9953189603165
1,2026-01-09,3,2,2,1,0,0.0,0,121.9953189603165
1,2026-01-10,8,1,4,0,0,0.0,0,121.9953189603165
1,2026-01-11,4,1,4,1,0,0.0,0,82.34292642881141
1,2026-01-12,3,1,2,0,1,70.32124644925864,0,152.66417287807005
1,2026-01-13,4,2,3,0,1,50.42823872174087,0,203.09241159981093
1,2026-01-14,5,1,4,0,0,0.0,0,174.64544138562076
1,2026-01-15,5,3,4,1,0,0.0,0,120.7494851709995
1,2026-01-16,7,1,6,1,1,48.88885141890062,0,169.63833658990012
1,2026-01-17,3,1,0,0,0,0.0,0,169.63833658990012
1,2026-01-18,3,0,3,0,0,0.0,0,169.63833658990012
1,2026-01-19,3,0,2,0,1,68.29371925470403,0,167.6108093953455
1,2026-01-20,7,3,4,0,0,0.0,0,117.18257067360464
1,2026-01-21,4,0,3,0,0,0.0,0,117.18257067360464
1,2026-01-22,3,1,2,0,1,26.905893283750476,0,144.08846395735512
1,2026-01-23,4,1,2,1,0,0.0,0,95.19961253845449
1,2026-01-24,6,3,6,0,1,31.317666134846498,0,126.51727867330099
1,2026-01-25,7,1,4,0,0,0.0,0,126.517278673301
1,2026-01-26,7,1,4,0,0,0.0,0,58.22355941859698
1,2026-01-27,10,0,7,2,1,36.07187848621465,0,94.29543790481162
1,2026-01-28,9,2,3,0,0,0.0,0,94.29543790481162
1,2026-01-29,6,0,3,0,0,0.0,0,67.38954462106115
1,2026-01-30,3,0,2,0,1,30.784777290732087,0,98.17432191179324
1,2026-01-31,2,1,2,0,1,29.03558393061238,0,95.89223970755911
1,2026-02-01,3,1,2,0,0,0.0,0,95.89223970755911
1,2026-02-02,4,0,1,0,0,0.0,0,95.89223970755911
1,2026-02-03,6,0,3,1,0,0.0,0,59.82036122134447
1,2026-02-04,1,1,1,0,0,0.0,0,59.82036122134447
1,2026-02-05,8,1,6,0,1,51.452105869616204,0,111.27246709096067
1,2026-02-06,4,1,4,0,0,0.0,0,80.4876898002286
1,2026-02-07,6,1,4,0,1,36.30358806733233,0,87.75569393694853
1,2026-02-08,6,0,3,0,0,0.0,0,87.75569393694853
2,2025-12-26,5,2,3,0,1,36.728683495465305,0,36.728683495465305
2,2025-12-27,6,1,4,2,1,84.3988718805022,0,121.1275553759675
2,2025-12-28,5,3,3,0,1,14.226318729815324,0,135.35387410578284
2,2025-12-29,7,0,4,0,0,0.0,0,135.35387410578284
2,2025-12-30,5,1,2,0,0,0.0,0,135.35387410578284
2,2025-12-31,3,1,2,0,1,30.1124643139186,0,165.46633841970143
2,2026-01-01,7,1,5,0,2,131.38110794569548,0,296.8474463653969
2,2026-01-02,4,0,3,0,0,0.0,0,260.11876286993163
2,2026-01-03,5,2,4,1,0,0.0,0,175.7198909894294
2,2026-01-04,7,3,4,0,2,88.52445654855877,0,250.01802880817286
2,2026-01-05,3,0,0,0,1,36.56396110535142,0,286.58198991352424
2,2026-01-06,5,1,4,2,0,0.0,0,286.58198991352424
2,2026-01-07,4,1,3,0,1,15.055956357213866,0,271.5254819568195
2,2026-01-08,5,1,4,0,0,0.0,0,140.14437401112406
2,2026-01-09,3,0,1,0,0,0.0,0,140.14437401112406
2,2026-01-10,3,0,3,1,1,72.90501894697478,0,213.04939295809885
2,2026-01-11,5,1,3,1,0,0.0,0,124.52493640954006
2,2026-01-12,3,0,1,0,0,0.0,0,87.96097530418865
2,2026-01-13,6,2,4,0,0,0.0,0,87.96097530418865
2,2026-01-14,5,2,2,1,0,0.0,0,72.90501894697478
2,2026-01-15,2,0,0,0,0,0.0,0,72.90501894697478
2,2026-01-16,8,2,4,1,0,0.0,0,72.90501894697478
2,2026-01-17,3,2,2,0,0,0.0,0,0.0
2,2026-01-18,7,3,2,0,0,0.0,0,0.0
2,2026-01-19,4,0,3,0,0,0.0,0,0.0
2,2026-01-20,3,1,3,0,0,0.0,0,0.0
2,2026-01-21,5,2,4,0,0,0.0,0,0.0
2,2026-01-22,4,2,4,0,0,0.0,0,0.0
2,2026-01-23,3,0,0,0,0,0.0,0,0.0
2,2026-01-24,4,0,3,0,0,0.0,0,0.0
2,2026-01-25,4,0,3,0,1,107.72699041260248,0,107.72699041260248
2,2026-01-26,7,2,2,1,1,31.708337768200764,0,139.43532818080325
2,2026-01-27,6,1,3,1,1,139.1121548459705,0,278.54748302677376
2,2026-01-28,10,3,7,0,1,30.09518113587036,0,308.6426641626441
2,2026-01-29,5,0,2,1,1,57.84640898648793,0,366.4890731491321
2,2026-01-30,3,1,1,0,1,104.73994294042,0,471.22901608955203
2,2026-01-31,8,1,6,0,0,0.0,0,471.22901608955203
2,2026-02-01,9,1,6,0,0,0.0,0,363.50202567694953
2,2026-02-02,9,0,6,1,0,0.0,0,331.7936879087488
2,2026-02-03,5,2,3,0,2,109.9871400002567,0,302.668673063035
2,2026-02-04,3,2,2,0,0,0.0,0,272.57349192716464
2,2026-02-05,3,0,1,0,0,0.0,0,214.7270829406767
2,2026-02-06,3,0,2,0,0,0.0,0,109.9871400002567
2,2026-02-07,5,2,3,0,0,0.0,0,109.9871400002567
2,2026-02-08,2,0,1,1,0,0.0,0,109.9871400002567
3,2025-12-26,10,1,5,1,1,42.00886658728749,0,42.00886658728749
3,2025-12-27,5,0,4,0,1,18.282985307210865,0,60.29185189449836
3,2025-12-28,5,1,5,0,0,0.0,0,60.29185189449836
3,2025-12-29,5,0,1,0,1,82.95309905927365,0,143.24495095377202
3,2025-12-30,6,2,3,0,0,0.0,0,143.24495095377202
3,2025-12-31,5,2,5,1,0,0.0,0,143.24495095377202
3,2026-01-01,7,1,6,0,0,0.0,0,143.24495095377202
3,2026-01-02,4,0,2,0,0,0.0,0,101.23608436648453
3,2026-01-03,6,0,3,0,0,0.0,0,82.95309905927365
3,2026-01-04,3,1,2,0,0,0.0,0,82.95309905927365
3,2026-01-05,4,0,2,1,0,0.0,0,0.0
3,2026-01-06,5,2,2,0,0,0.0,0,0.0
3,2026-01-07,5,1,4,0,0,0.0,0,0.0
3,2026-01-08,6,3,6,1,0,0.0,0,0.0
3,2026-01-09,3,0,1,0,0,0.0,0,0.0
3,2026-01-10,3,0,1,0,0,0.0,0,0.0
3,2026-01-11,8,3,5,0,0,0.0,0,0.0
3,2026-01-12,8,3,8,0,0,0.0,0,0.0
3,2026-01-13,6,1,5,0,0,0.0,0,0.0
3,2026-01-14,2,0,1,0,0,0.0,0,0.0
3,2026-01-15,5,0,3,0,0,0.0,0,0.0
3,2026-01-16,8,4,3,0,1,15.188730725062136,0,15.188730725062136
3,2026-01-17,4,3,2,1,0,0.0,0,15.188730725062136
3,2026-01-18,7,0,2,0,2,53.30480345473002,0,68.49353417979216
